id,username,created_at,lng,lat,text
1517602826985246721,suestroud,Fri Apr 22 20:34:44 +0000 2022,-123.42183800000001,48.5819835,@CarlaArnau @MJMarinResearch @UEA_Chemistry Congratulations!
1517602827471785984,Ajbaloney,Fri Apr 22 20:34:44 +0000 2022,-118.3512175,33.8337145,@AJWinters94 Good photo…you’re handsome…but look at the camera…like you’re looking at the person holding the book.
1517602827874492428,Foamyrokks,Fri Apr 22 20:34:44 +0000 2022,-73.9685415,40.780709,Bring them back I miss them so much https://t.co/ATMz6YiOvn
1517602827950084097,NaveedAJamali,Fri Apr 22 20:34:44 +0000 2022,-73.9685415,40.780709,@OlivetU seemed to confirm the inv to @Newsweek w this statement “The DHS visit was based on misinformation. In fac… https://t.co/7UE2F4R9UI
1517602828700823552,sylviafarina,Fri Apr 22 20:34:44 +0000 2022,-81.97270499999999,28.049601000000003,@NicoleLiberal I’m going to have nightmares forever!HORRIBLE THOUGHT
1517602828369510400,Shea375,Fri Apr 22 20:34:44 +0000 2022,-73.8311875,40.6708795,@PollsRedstorm #sjubb......is this guy..... https://t.co/DTy7Tl3yYq
1517602828994363392,NaveedAJamali,Fri Apr 22 20:34:44 +0000 2022,-73.9685415,40.780709,"A former DHS official, told Newsweek that agents were investigating whether Olivet sponsored U.S. visas for foreign… https://t.co/RZ1VLTUEJk"
1517602829095129088,JoeShow68347212,Fri Apr 22 20:34:44 +0000 2022,-71.02134,42.256124,@AOC BORDER SECURITY SERVICES $10DESKS=Best defense around.💯1)Site up 4/19/22 2)Vids 4learning#6-10:2022(channe… https://t.co/dfWm3uZ4el
1517602830697304068,NildaJRivera1,Fri Apr 22 20:34:45 +0000 2022,-73.829384,40.912499,@JamaalBowmanNY Can u find out why the Bronx Veteran’s Hospital hasn’t opened it’s PTSD clinics while veterans are… https://t.co/Ovv9A6tiZr
1517602831469002754,BethCrowder81,Fri Apr 22 20:34:45 +0000 2022,-99.750556,32.415051000000005,@GeorgePapa19 That’s good 😊
1517602831955488768,tmj_VAW_sales,Fri Apr 22 20:34:45 +0000 2022,-77.3668965,39.4241558,"If you're looking for work in Frederick, MD, check out this Sales job via the link in our bio: Territory Sales Mana… https://t.co/zsHnXRBync"
1517602832500764672,TheDarrylJones,Fri Apr 22 20:34:45 +0000 2022,-115.223125,36.232915,@andycompton_ Heard a film person the other day say “an A TWO FOUR movie” I died 😭
1517602832953884674,TuftsBaseball,Fri Apr 22 20:34:45 +0000 2022,-71.11081999999999,42.424952,E7 | Jumbos sent away scoreless.Mayer back out for the 8th#gojumbos 1 - Bantams 2
1517602833268310021,tmj_sfo_pharm,Fri Apr 22 20:34:45 +0000 2022,-122.5651929,37.9812197,"This job is now open at CVS Health in San Anselmo, CA. Follow us and turn on mobile alerts to hear about jobs like… https://t.co/D02uHP6GwY"
1517602833318567936,tmj_MA_skltrd,Fri Apr 22 20:34:45 +0000 2022,-71.3020052,42.6703687,"Click the link in our bio to see currently open #SkilledTrade jobs like ""Diesel Mechanic Technician -- Entry Level… https://t.co/XiwCxaj5EU"
1517602833532653575,cinderchellaaa,Fri Apr 22 20:34:45 +0000 2022,-77.101999,38.8808445,I’m just spitballing bc I don’t actually know what kind of free speech corporations are entitled to or if it can be… https://t.co/a1RYqoyE6b
1517602834119811073,bibogpro,Fri Apr 22 20:34:46 +0000 2022,-98.5406515,29.417501,Wait there’s another FF7 game coming? Just saw a tweet saying “they can’t wait for these games” and FF7 remake was one of them.
1517602832542838791,adamscameron,Fri Apr 22 20:34:45 +0000 2022,-80.939957,29.103648,We are looking for a buyer on 4601 S Atlantic Ave #602 #PonceInlet #FL  #realestate https://t.co/QefHokk8Nz https://t.co/sJErfhi7SW
1517602834858098689,MrComboNumber5,Fri Apr 22 20:34:46 +0000 2022,-94.63585649999999,39.0339405,@danaroach Might see you at Indy. Vegas probably can’t swing with such short notice. But Indy we’re thinking road trip maybe.
1517602835386540034,cinderchellaaa,Fri Apr 22 20:34:46 +0000 2022,-77.101999,38.8808445,But it’s interesting that Chapek and Disney have been silent over this whole RCID issue so far
1517602835424292865,journalistjerry,Fri Apr 22 20:34:46 +0000 2022,-74.517577,39.325654,He’s really starting to enjoy visiting the dock. https://t.co/IByCMFOKNt
1517602835977973762,ush_sisk,Fri Apr 22 20:34:46 +0000 2022,-86.760091,33.385555,"Since @BretHart is trending it’s a good opportunity to mention how much I loved his matches with @RealKevinNash, es… https://t.co/tDnIZMdm5V"
1517602835436904451,lanalynneauthor,Fri Apr 22 20:34:46 +0000 2022,-100.0768885,31.1688935,"But he was pierced because of our rebellion, crushed because of our iniquities; punishment for our peace was on him… https://t.co/z6v2RhA1f4"
1517602837429207053,daveyb0072,Fri Apr 22 20:34:46 +0000 2022,-71.1486405,41.6861005,@clazzyclare @CivilServantRet Good luck Smoke!!
1517602838418886657,MileHighMagic30,Fri Apr 22 20:34:47 +0000 2022,-105.5508905,38.997935999999996,"@JLHardy1 @TristanSnell Now they will contribute even more, tax they rich is the lefts slogan right?"
1517602838624538626,midwesttgs,Fri Apr 22 20:34:47 +0000 2022,-71.0887125,42.3136695,3 Key Elements of a Lapsed Donor Letter: https://t.co/izfOmjoT3h via @NeonOneTech
1517602839173992448,Kevin37884134,Fri Apr 22 20:34:47 +0000 2022,-81.8356125,44.420494,"@s_guilbeault Yes, your boss is a stellar example of green travel, so much so that I'm thinking of picking up this… https://t.co/xVzgrd0TAl"
1517602840230830085,yuud0ne,Fri Apr 22 20:34:47 +0000 2022,-122.2286855,37.791994,Taught you well
1517602840725884928,Traplordbgo,Fri Apr 22 20:34:47 +0000 2022,-80.1386455,26.251895,I been thinking about this A LOT lately..
1517602841191497728,trayvon_etrevon,Fri Apr 22 20:34:47 +0000 2022,-83.1738665,32.6782075,@QshonBuckingham I would hate that shyt. The biggest fuckn turnoff
1517602841636003841,mwitg,Fri Apr 22 20:34:47 +0000 2022,-79.861034,35.1704985,@alwaysmaz Teacher problems
1517602841996668934,gracesoextra,Fri Apr 22 20:34:47 +0000 2022,-112.12467649999999,33.5528625,"Thanks for the idea, def posting it on my bday now 😚"
1517602842399412225,freddavelynn,Fri Apr 22 20:34:47 +0000 2022,-83.1738665,32.6782075,@EyedKulak He shouldn’t. He’s adorable!
1517602843607379970,msecor10,Fri Apr 22 20:34:48 +0000 2022,-76.1288105,43.052606999999995,@WestGeneseeCSD @jdbillscnzm @WGTeachCntr Congrats Karen ! Gonna miss you but glad your a Cat still😜👏
1517602845075197952,JonHaroldMeyer1,Fri Apr 22 20:34:48 +0000 2022,-117.434547,47.667438,@Penny_Underbust You’re very beautiful. Can we be friends? Please reply back sometime
1517602845150879745,MoeNaye1023,Fri Apr 22 20:34:48 +0000 2022,-77.0367,38.8951,I look like I'm about to take a shit lol @ Washington D.C. https://t.co/oGOphMZ1Rr
1517602845788356610,ChrisWorm6013,Fri Apr 22 20:34:48 +0000 2022,-71.1800995,41.9708495,@LazyLeprechaun1 @JTheez @VonMiller @JerseyFlock @SpoonOfZeke @BuffaloBills From #FinsUp to the #BillsMafia  here y… https://t.co/PDcrRUBXUo
1517602846224625666,WHOISDAT_,Fri Apr 22 20:34:48 +0000 2022,-73.9487755,40.655138,i’m soo fucking confused
1517602845431902214,NFHSrecruits,Fri Apr 22 20:34:48 +0000 2022,-100.0768885,31.1688935,3️⃣ more days till we’re back!! #THIS #FALCONNATION https://t.co/usOLwepiVm
1517602848808357888,katie_cammm,Fri Apr 22 20:34:49 +0000 2022,-94.5592815,39.1000485,@MizzLaurel 🎶TRYNA FIGURE OUUUUT THIIIS LIFE🎶
1517602848841814030,Awesomebaugh,Fri Apr 22 20:34:49 +0000 2022,-95.929898,41.25303,Friday Night Flight https://t.co/qGY65xdzBI
1517602851085864961,LMStone68,Fri Apr 22 20:34:50 +0000 2022,-71.0543155,42.4574135,"“At least it’s not Trump”~every brain washed, brain dead, sanctimonious liberal."
1517602850586734592,brokerpena,Fri Apr 22 20:34:49 +0000 2022,-80.3336,25.7793,See a virtual tour of my listing on 8405 NW 8th St # 106 #Miami #FL  #realestate https://t.co/zx6cBJVRJC https://t.co/Sc668frMwU
1517602851383615496,TyronMcDaniel,Fri Apr 22 20:34:50 +0000 2022,-95.470069,29.53741,@WillHayes_24 A realist would realize only fans think a “bubble” ring is irrelevant but ok 🤷🏾‍♂️
1517602851849220105,YxvngJvxlx,Fri Apr 22 20:34:50 +0000 2022,-80.489003,25.433133499999997,"Fuck bars I spit xannies, take off ya bitch pantiessss"
1517602852847468549,CameronYow,Fri Apr 22 20:34:50 +0000 2022,-80.3533325,25.772288,@blitzkriegbauer @jyothi17750159 I guess we have to cut the Ancient Greeks some slack for their misogyny and amend… https://t.co/GGlBv0bmnv
1517602853338025984,YuriyK206,Fri Apr 22 20:34:50 +0000 2022,-122.3001295,47.827984,“We can agree to disagree” is the most bullshit statement ever bruh. If you disagree on whether certain individuals… https://t.co/sl09kbKbUu
1517602853799530497,AveryLawton8,Fri Apr 22 20:34:50 +0000 2022,-75.90722650000001,43.9660005,@FooDGrohl I've always wanted to play the guitar and I never had time. I shattered my arm last year and I need to r… https://t.co/Vnj9zSNGfZ
1517602853933703171,spdfarley,Fri Apr 22 20:34:50 +0000 2022,-74.7243235,40.073040500000005,@JerseyNukes @HHRockball @PapaBearRU34 @TylerColuccio @EthanDAgs Yessir
1517602852956295169,UcenationMusic,Fri Apr 22 20:34:50 +0000 2022,-157.913755,21.610819499999998,Island boy 🌺🇦🇸🇼🇸 https://t.co/xB5YCgt15Y
1517602854684475392,TheFiggyFig,Fri Apr 22 20:34:50 +0000 2022,-95.44648649999999,29.838495,"@StephStradley Yeah I just don’t want to pick somebody at 3 to play Guard. If we traded Tunsil, then I’ll be all in… https://t.co/GThwuJroFX"
1517602855607279616,dukebroo,Fri Apr 22 20:34:51 +0000 2022,-97.6547945,31.0533845,@KREAYSHAWN Kyreayshawn I’m serious!!
1517602856118980609,princessxjayd,Fri Apr 22 20:34:51 +0000 2022,-98.52005650000001,33.92642,Oh ok we though a non graduate said someeeee😙
1517602856286756865,poopiestpants,Fri Apr 22 20:34:51 +0000 2022,-97.754724,30.323345500000002,Martial matters
1517602856760537088,naranjaas,Fri Apr 22 20:34:51 +0000 2022,-106.632718,35.1170025,I was suppose to see jbalvin tonight in AZ 🥲
1517602856337084418,Airozuru,Fri Apr 22 20:34:51 +0000 2022,-81.40234699999999,28.299370500000002,"Pretty, but breezy 💨cycle today ☀️#Happiness #NaturalWellbeing https://t.co/i2wkVVLy82"
1517602858086117377,RickyReports,Fri Apr 22 20:34:51 +0000 2022,-76.1288105,43.052606999999995,@andrewrowan128 @NNN_News Framing downtown Chicago (I think) in the background is literally perfect.Love this.
1517602859516366858,BWSLGirlsAAU,Fri Apr 22 20:34:52 +0000 2022,-76.3828419,37.0366803,15U Bob Myers Division - Wisconsin Flight Elite def. Fairfax Stars Nike Shegog 45-44 #exposurebball
1517602859453399040,dontmind_xxx_,Fri Apr 22 20:34:52 +0000 2022,-73.8311875,40.6708795,More yellow***OnlyFans is 20% off***https://t.co/fYZKecHR7S and https://t.co/teVRdOEJaw https://t.co/538pUTj6eN
1517602860099268608,TheCliqueLV,Fri Apr 22 20:34:52 +0000 2022,-117.0226945,38.502147,Fiesta. Siesta. Tequila. Tacos. 💃On May 5th we have a special Cinco de Drinko celebration for you! Come party with… https://t.co/j7D3JFGvbV
1517602861223342080,Steve609314122,Fri Apr 22 20:34:52 +0000 2022,-118.59126950000001,34.39233,@MysterySolvent Stench
1517602861659660290,DrunLeoKing,Fri Apr 22 20:34:52 +0000 2022,-90.465307,31.2437325,Let’s go Tigers 🐅 💚💛
1517602862125170688,nicollecaterina,Fri Apr 22 20:34:52 +0000 2022,-83.804475,27.698681999999998,@JulianLuciano1 Energy &gt;
1517602862188093447,sixfootfiveguy,Fri Apr 22 20:34:52 +0000 2022,-87.732013,41.8335845,Also. I’m just gonna remind you what @kylieminogue was doing in her tours A DECADE AGO - yes that’s 8 dancers strap… https://t.co/jsNZGxPRy7
1517602863320608770,DonaldT35364234,Fri Apr 22 20:34:52 +0000 2022,-82.666286,27.4644885,It’s the one thing that the consider pandemic. It might kill them if they were forced to face the truth or talk the… https://t.co/NLWtGselVK
1517602864310349824,mikewhitewriter,Fri Apr 22 20:34:53 +0000 2022,-120.138004,34.595854,"That it is, Rabbit! ♥🤓✍📚🎉#partytime #readabook #geekout #adventure #fiction #nonfiction #fantasy #magical… https://t.co/CuegxL9GXd"
1517602864704724995,BWSLGirlsAAU,Fri Apr 22 20:34:53 +0000 2022,-76.3828419,37.0366803,15U Bob Myers Division - Essence White 2025 - Ashley def. Michigan Crossover 50-48 #exposurebball
1517602864557961219,Mikexq28guy,Fri Apr 22 20:34:53 +0000 2022,-82.702766,41.4508725,"Marj, do you remember saying, on January 5, 2021, that 1/6 would be our ""1776 moment?"" Or is that another ""I don't… https://t.co/IBN7VH6QG4"
1517602865283571713,ptduff,Fri Apr 22 20:34:53 +0000 2022,-85.9500505,39.963761000000005,"@owillis Careful pointing that thing, man! It could go off!"
1517602865866592260,Yung_Spoo22,Fri Apr 22 20:34:53 +0000 2022,-97.1356375,32.70185,@Sethrogen bcuz I’m tryna do work
1517602866441166852,playinnice20,Fri Apr 22 20:34:53 +0000 2022,-80.1491725,26.150368,@Venusdenko_ @emirboscatto So handsome @emirboscatto
1517602866642444289,Rockk24,Fri Apr 22 20:34:53 +0000 2022,-76.61518050000001,39.396352,@Kenneth_Walker9 what’s up boss!!  Would love to have you on the podcast to talk about draft and your time at MSU!  Lmk brotha
1517602866675990533,DebrasATeam,Fri Apr 22 20:34:53 +0000 2022,-70.8124035,43.090742,Just got a call about the loss of a #NHPolitics press giant. We had some really great conversations. This is real l… https://t.co/Oa02B4ML5s
1517602867527397376,BVRRN,Fri Apr 22 20:34:53 +0000 2022,-116.36129700000001,33.7405385,Thank you for the beautiful write up❤️
1517602867682725888,RonnieWRIGHT_,Fri Apr 22 20:34:54 +0000 2022,-74.00589108,40.71270142,"Just posted a photo @ New York City, N.Y. https://t.co/ek9bJhIjBR"
1517602867862982656,BWSLGirlsAAU,Fri Apr 22 20:34:54 +0000 2022,-76.3828419,37.0366803,15U Bob Myers Division - Team Durant def. Exodus NYC 15U 42-37 #exposurebball
1517602868584456193,ajlove41,Fri Apr 22 20:34:54 +0000 2022,-97.454799,32.761695,@cwby68 @sylperez50 @MrsBBell @sabii @NJGirlKathy @SarongSo @shane_2104 @liltx_cbink @MissBeh27527176 @SheilaBx2… https://t.co/wdfh7ox9x6
1517602868638986242,BWSLGirlsAAU,Fri Apr 22 20:34:54 +0000 2022,-76.3828419,37.0366803,14U Bob Tysinger Division - NJ Rise def. Exodus NYC 13U 76-27 #exposurebball
1517602868647374849,ElaineM01328372,Fri Apr 22 20:34:54 +0000 2022,-82.57000049999999,34.833736,@cagesideseats I don't want punk anywhere.
1517602868672434176,Michsteer,Fri Apr 22 20:34:54 +0000 2022,-117.7063095,33.529449,@rungirlrun07 I see! That’s a good idea to have special shoes for races!
1517602869008125952,Jimmer_34,Fri Apr 22 20:34:54 +0000 2022,-72.0559265,41.356288500000005,"@ShawnFinchum And you’re from Tennessee. Just like your from Knoxville. More specifically, south Knoxville."
1517602869850955776,jjoe1182,Fri Apr 22 20:34:54 +0000 2022,-122.455344,47.242960499999995,Happy Friday y'all.  Let's get this $$$ today then call it a weekend!  P.S. Go M's.
1517602871369424896,ThomNagle,Fri Apr 22 20:34:54 +0000 2022,-75.77004099999999,42.746617,@MysterySolvent Tray from a highchair He dropped his girlfriend off with the babysitter
1517602872157822976,JimiDevine,Fri Apr 22 20:34:55 +0000 2022,-122.27952149999999,37.8758455,They busted out the Bill Pullman on MTG. Heavy.
1517602872266936320,soffes,Fri Apr 22 20:34:55 +0000 2022,-85.6373075,38.249034,I need a hat for hiking when it’s sunny and whatnot. Any recommendations?
1517602872602644483,1W57th,Fri Apr 22 20:34:55 +0000 2022,-71.2033415,41.742552,@oliviadarocha I might have a cheap bottle of champagne to pop open. His custody doesn’t warrant the good stuff 😂
1517602872439017474,SummerStuff,Fri Apr 22 20:34:55 +0000 2022,-84.6613215,42.7331245,16 Lansing Area Eateries with the Best Outdoor Dining https://t.co/pn6BLrS4x1 @949wmmq
1517602873076461568,GradolfTeresa,Fri Apr 22 20:34:55 +0000 2022,-122.791854,45.424870999999996,https://t.co/HWs8JkedTl Psalms91
1517602873424498688,tmj_mem_manuf,Fri Apr 22 20:34:55 +0000 2022,-90.0348139,34.9553719,"Don't be shy. Score a job like ""Warehouse Worker - Material Handler 2nd Shift"" at O'Reilly Automotive by asking for… https://t.co/sk5KfxXRVb"
1517602873583935488,tmj_mem_eng,Fri Apr 22 20:34:55 +0000 2022,-90.0489801,35.1495343,"Can you recommend anyone for this #Engineering job in #Memphis, TN? Click the link in our bio to see it and more. B… https://t.co/g9oXsbCdOU"
1517602873709928449,niphotographer,Fri Apr 22 20:34:55 +0000 2022,-85.9785995,35.8305215,Home! Finally
1517602874225676288,tmj_nc_govern,Fri Apr 22 20:34:55 +0000 2022,-79.0079949,35.1414552,"Don't be shy. Score a job like ""Journeyman/Mid GEOINT/FMV Analyst"" at BAE Systems by asking for referrals. It's a g… https://t.co/KGiedg3kCv"
1517602875299430400,GaryHar70258384,Fri Apr 22 20:34:55 +0000 2022,-106.632718,35.1170025,@Bec2Yeg Yikes 😬
1517602876171984898,keaba_kush,Fri Apr 22 20:34:56 +0000 2022,-73.9487755,40.655138,Beautiful 😍
1517602876130041858,VivaLaRooney,Fri Apr 22 20:34:56 +0000 2022,-82.985772,39.9946835,Checked into my hotel and got told I look like “the Tobey Maguire spiderman” now that’s a first cause I don’t see it
1517602875899142144,SkyCirclesLA,Fri Apr 22 20:34:55 +0000 2022,-118.271032,34.57783325,"N413CE, a Bell Helicopters 429, is circling over Palmdale at 4650 feet, speed 21 MPH, 0.6 miles from Rogers Creek… https://t.co/GYJKvmTXLX"
1517602876431945729,smog_hog,Fri Apr 22 20:34:56 +0000 2022,-80.05620736,26.61526401,Just posted a photo @ L-Dub Subs https://t.co/zzKcth5PwS
1517602876037623809,Ewokstar,Fri Apr 22 20:34:56 +0000 2022,-115.223125,36.232915,@LuciitheAlien My little fox https://t.co/Ys9EYCY8DV
1517602876838715392,tmj_MA_LABOR,Fri Apr 22 20:34:56 +0000 2022,-71.2356113,42.3764852,"We're hiring in #Waltham, MA! Click the link in our bio to apply to this job and more: Room Attendant at The Westin Waltham #RoomAttendant"
1517602877295931392,tmj_rdu_nursing,Fri Apr 22 20:34:56 +0000 2022,-78.8502856,35.732652,"At Fresenius Medical Care, our success depends on having the best and brightest employees, and helping them attain… https://t.co/gkkuYUb74q"
1517602876771631104,moonewitch,Fri Apr 22 20:34:56 +0000 2022,-72.0559265,41.356288500000005,"#MarjorieTaylorGreene She couldn't even hide the fact that she was shaken to her core, once the attorney started pu… https://t.co/UBcd3KWJGy"
1517602878516613121,hulkaddictsjunk,Fri Apr 22 20:34:56 +0000 2022,-105.086,40.4048,"Just posted a photo @ Loveland, Colorado https://t.co/R1j8OYaRqw"
1517602878763974657,CallMeMoprah,Fri Apr 22 20:34:56 +0000 2022,-93.3694935,44.949067,"@VictoriaTheTech Oh my gosh yes!! Also makes me think of the “do you know anyone who has had COVID? No names, just… https://t.co/uJGy5B1QnM"
1517602879011536897,astronile,Fri Apr 22 20:34:56 +0000 2022,-95.44648649999999,29.838495,@jalex_819 I’m there
1517602880357810177,Videoclipsmiami,Fri Apr 22 20:34:57 +0000 2022,-83.804475,27.698681999999998,@lavern_spicer What?? Please elaborate.
